Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,25.299999,25.350000,24.629999,24.950001,24.576269,848400
2017-01-04,25.000000,25.400000,24.950001,25.299999,24.921026,940000
2017-01-05,25.200001,25.350000,24.750000,24.950001,24.576269,720400
2017-01-06,25.100000,25.250000,24.900000,25.000000,24.625519,673500
2017-01-09,24.750000,24.850000,24.450001,24.650000,24.280762,979000
2017-01-10,24.750000,25.350000,24.600000,25.299999,24.921026,1165200
2017-01-11,25.250000,25.350000,24.950001,25.350000,24.970278,1510000
2017-01-12,25.100000,25.299999,24.600000,24.750000,24.379263,847500
2017-01-13,24.950001,25.400000,24.930000,25.150000,24.773272,587700
2017-01-17,24.799999,24.799999,23.700001,24.150000,23.788250,686300
2017-01-18,24.350000,24.400000,24.030001,24.299999,23.936005,1020500
2017-01-19,24.400000,24.549999,24.049999,24.299999,23.936005,656800
2017-01-20,24.799999,25.299999,24.600000,24.750000,24.379263,1114800
2017-01-23,24.549999,24.799999,24.299999,24.600000,24.231512,891600
2017-01-24,24.750000,25.400000,24.600000,25.299999,24.921026,1164400
2017-01-25,25.600000,26.000000,25.350000,25.700001,25.315035,970000
2017-01-26,25.650000,25.950001,25.500000,25.700001,25.315035,620000
2017-01-27,25.600000,25.799999,25.200001,25.450001,25.068779,432400
2017-01-30,25.200001,25.250000,24.780001,25.200001,24.822523,663700
2017-01-31,25.000000,25.450001,24.930000,25.299999,24.921026,877000
2017-02-01,25.549999,25.799999,24.799999,24.950001,24.576269,879200
2017-02-02,24.700001,24.830000,24.500000,24.650000,24.280762,1085200
2017-02-03,25.049999,25.299999,24.850000,25.200001,24.822523,596100
2017-02-06,24.900000,25.350000,24.250000,25.200001,24.822523,583500
2017-02-07,25.400000,25.500000,25.150000,25.350000,24.970278,1015300
2017-02-08,25.150000,25.200001,24.799999,25.049999,24.674770,763200
2017-02-09,25.049999,25.549999,25.049999,25.450001,25.068779,518600
2017-02-10,25.600000,25.600000,25.250000,25.450001,25.068779,653700
2017-02-13,25.450001,25.930000,25.450001,25.700001,25.315035,517600
2017-02-14,25.750000,26.500000,25.600000,26.400000,26.004549,740000
2017-02-15,26.400000,26.500000,26.150000,26.350000,25.955297,599500
2017-02-16,26.200001,26.400000,26.100000,26.400000,26.004549,692600
2017-02-17,26.049999,26.230000,25.500000,26.200001,25.807545,804700
2017-02-21,26.250000,26.450001,26.049999,26.299999,25.906046,683800
2017-02-22,26.200001,26.400000,26.049999,26.250000,25.856794,601500
2017-02-23,26.150000,26.250000,25.700001,26.250000,25.856794,696000
2017-02-24,25.799999,26.030001,25.750000,25.950001,25.561291,533800
2017-02-27,25.950001,26.030001,25.750000,26.000000,25.729519,461500
2017-02-28,25.900000,25.950001,25.480000,25.750000,25.482121,939300
2017-03-01,26.500000,26.629999,26.010000,26.500000,26.224318,1121600
2017-03-02,26.450001,26.700001,25.350000,25.450001,25.185242,1294700
2017-03-03,25.350000,25.799999,25.350000,25.700001,25.432640,884000
2017-03-06,25.400000,25.500000,25.000000,25.400000,25.135761,949800
2017-03-07,25.299999,25.549999,25.150000,25.250000,24.987322,1106700
2017-03-08,25.750000,25.750000,25.100000,25.150000,24.888361,685900
2017-03-09,25.350000,25.450001,25.049999,25.049999,24.789402,773400
2017-03-10,25.100000,25.230000,24.780001,25.049999,24.789402,772900
2017-03-13,25.000000,25.299999,24.950001,25.049999,24.789402,605600
2017-03-14,24.799999,25.200001,24.650000,25.100000,24.838884,782000
2017-03-15,25.250000,25.299999,24.799999,24.950001,24.690443,1629700
2017-03-16,25.150000,25.350000,24.900000,25.100000,24.838884,627600
2017-03-17,25.100000,25.150000,24.780001,25.100000,24.838884,2719700
2017-03-20,25.049999,25.049999,24.700001,24.750000,24.492523,739300
2017-03-21,24.950001,24.950001,23.450001,23.549999,23.305008,1646100
2017-03-22,23.350000,23.700001,22.850000,23.450001,23.206047,997500
2017-03-23,23.450001,23.950001,23.350000,23.549999,23.305008,963400
2017-03-24,23.650000,23.750000,23.280001,23.500000,23.255527,1253000
2017-03-27,22.900000,23.450001,22.700001,23.400000,23.156567,1584500
2017-03-28,23.350000,23.930000,23.299999,23.750000,23.502928,1524400
2017-03-29,23.750000,24.100000,23.480000,23.950001,23.700848,1169400
2017-03-30,23.950001,24.850000,23.900000,24.700001,24.443045,862600
2017-03-31,24.650000,24.700001,24.400000,24.400000,24.146164,605000
2017-04-03,24.450001,24.549999,23.950001,24.250000,23.997725,975100
2017-04-04,24.100000,24.450001,24.049999,24.250000,23.997725,804500
2017-04-05,24.450001,24.600000,23.700001,23.700001,23.453447,1313800
2017-04-06,23.650000,24.049999,23.450001,23.900000,23.651365,879800
2017-04-07,23.600000,23.950001,23.600000,23.750000,23.502928,691900
2017-04-10,23.750000,24.000000,23.450001,23.600000,23.354486,569700
2017-04-11,23.500000,24.049999,23.350000,24.049999,23.799805,1426700
2017-04-12,23.950001,24.100000,23.549999,23.950001,23.700848,2224700
2017-04-13,23.850000,23.879999,23.150000,23.250000,23.008127,1286200
2017-04-17,23.299999,23.750000,23.049999,23.700001,23.453447,591500
2017-04-18,23.549999,23.730000,23.200001,23.650000,23.403967,973700
2017-04-19,23.850000,23.980000,23.700001,23.799999,23.552404,677300
2017-04-20,23.950001,24.500000,23.950001,24.450001,24.195644,1036200
2017-04-21,24.900000,25.000000,24.299999,24.950001,24.690443,975900
2017-04-24,25.500000,25.680000,25.250000,25.350000,25.086281,1496600
2017-04-25,25.549999,25.700001,25.299999,25.299999,25.036802,816000
2017-04-26,25.299999,25.750000,25.150000,25.500000,25.234722,674300
2017-04-27,25.450001,25.600000,25.100000,25.250000,24.987322,572000
2017-04-28,25.250000,25.500000,24.850000,24.900000,24.640963,760100
2017-05-01,25.100000,25.450001,24.780001,25.250000,24.987322,917000
2017-05-02,25.200001,25.200001,24.799999,25.100000,24.838884,751900
2017-05-03,24.950001,25.450001,24.850000,25.299999,25.036802,561200
2017-05-04,25.549999,25.750000,25.299999,25.450001,25.185242,643600
2017-05-05,25.500000,25.549999,25.180000,25.450001,25.185242,495000
2017-05-08,25.450001,25.549999,25.250000,25.500000,25.234722,500500
2017-05-09,25.500000,25.600000,25.049999,25.150000,24.888361,617500
2017-05-10,25.049999,25.280001,24.950001,25.250000,24.987322,559300
2017-05-11,25.200001,25.200001,24.530001,24.750000,24.492523,600900
2017-05-12,24.450001,24.700001,24.250000,24.600000,24.344084,538400
2017-05-15,24.700001,25.049999,24.680000,24.900000,24.640963,546100
2017-05-16,24.950001,25.000000,24.650000,24.950001,24.690443,582200
2017-05-17,24.950001,24.950001,23.700001,23.950001,23.700848,1032100
2017-05-18,23.900000,24.330000,23.700001,24.000000,23.750324,910300
