Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,35.200001,35.349998,34.400002,35.099998,34.403519,10300
2017-01-04,35.250000,36.250000,35.250000,36.099998,35.383678,8700
2017-01-05,35.549999,36.000000,35.549999,35.950001,35.236652,6300
2017-01-06,35.950001,35.950001,35.450001,35.650002,34.942608,3600
2017-01-09,35.299999,35.650002,35.200001,35.450001,34.746578,13200
2017-01-10,35.650002,35.650002,35.400002,35.500000,34.795586,5700
2017-01-11,35.450001,35.450001,35.000000,35.349998,34.648556,10800
2017-01-12,34.599998,34.650002,34.150002,34.599998,33.913437,13400
2017-01-13,35.000000,35.000000,34.799999,34.849998,34.158482,9200
2017-01-17,34.900002,34.900002,34.700001,34.700001,34.011459,28300
2017-01-18,34.750000,35.000000,34.750000,34.900002,34.207489,5100
2017-01-19,34.889999,34.900002,34.799999,34.799999,34.109474,10900
2017-01-20,34.200001,35.000000,34.200001,34.950001,34.256496,8100
2017-01-23,35.000000,35.000000,34.799999,34.849998,34.158482,12500
2017-01-24,34.799999,35.750000,34.799999,35.650002,34.942608,16500
2017-01-25,35.900002,35.900002,35.599998,35.650002,34.942608,9000
2017-01-26,36.029999,36.250000,35.799999,35.900002,35.187645,7100
2017-01-27,36.049999,36.049999,35.599998,35.750000,35.040627,5400
2017-01-30,35.500000,35.549999,35.000000,35.000000,34.305508,8200
2017-01-31,35.590000,35.650002,35.200001,35.500000,34.795586,8500
2017-02-01,35.799999,36.099998,35.200001,35.700001,34.991615,9400
2017-02-02,35.500000,35.740002,35.349998,35.500000,34.795586,6400
2017-02-03,35.990002,36.349998,35.900002,36.200001,35.481693,15700
2017-02-06,36.200001,37.529999,35.500000,35.650002,34.942608,11800
2017-02-07,35.700001,35.950001,35.400002,35.450001,34.746578,5500
2017-02-08,35.200001,35.529999,35.099998,35.099998,34.403519,9000
2017-02-09,35.500000,35.630001,35.099998,35.349998,34.648556,6000
2017-02-10,35.020000,35.200001,34.950001,35.099998,34.403519,5800
2017-02-13,35.150002,36.400002,35.150002,36.150002,35.432690,26700
2017-02-14,35.950001,36.200001,35.900002,36.099998,35.383678,8100
2017-02-15,36.000000,36.299999,36.000000,36.099998,35.383678,8200
2017-02-16,36.250000,36.349998,36.200001,36.250000,35.530701,14800
2017-02-17,36.299999,36.549999,36.250000,36.549999,35.824745,15100
2017-02-21,36.650002,36.900002,36.560001,36.849998,36.118793,3000
2017-02-22,36.700001,36.750000,36.500000,36.750000,36.020779,4500
2017-02-23,36.650002,36.849998,36.529999,36.750000,36.020779,6600
2017-02-24,36.750000,36.750000,36.650002,36.700001,35.971771,4000
2017-02-27,36.689999,36.900002,36.500000,36.750000,36.020779,31600
2017-02-28,36.750000,36.750000,36.500000,36.549999,35.824745,21500
2017-03-01,36.549999,36.900002,33.799999,36.799999,36.308201,17100
2017-03-02,36.599998,36.700001,35.799999,36.000000,35.518894,11000
2017-03-03,36.150002,36.700001,36.150002,36.599998,36.110874,13300
2017-03-06,36.500000,36.590000,36.500000,36.500000,36.012207,6900
2017-03-07,36.400002,36.849998,36.200001,36.500000,36.012207,64800
2017-03-08,36.720001,36.720001,36.450001,36.500000,36.012207,23500
2017-03-09,36.400002,36.740002,36.349998,36.400002,35.913548,12700
2017-03-10,36.250000,36.849998,36.000000,36.250000,35.765553,12700
2017-03-13,36.599998,36.650002,36.000000,36.150002,35.666885,7000
2017-03-14,36.049999,36.520000,36.000000,36.250000,35.765553,9800
2017-03-15,36.250000,36.650002,36.150002,36.250000,35.765553,8500
2017-03-16,36.549999,36.849998,36.349998,36.849998,36.357529,9500
2017-03-17,36.750000,39.400002,36.049999,38.900002,38.380138,51000
2017-03-20,38.750000,38.750000,37.200001,37.299999,36.801517,9600
2017-03-21,37.200001,37.200001,35.900002,35.950001,35.469559,16900
2017-03-22,35.650002,35.650002,34.599998,34.799999,34.334927,17700
2017-03-23,34.750000,35.950001,34.750000,35.599998,35.124233,6300
2017-03-24,36.200001,36.549999,35.700001,35.700001,35.222900,10500
2017-03-27,34.950001,35.450001,34.950001,35.450001,34.976242,4600
2017-03-28,35.279999,36.900002,35.000000,36.700001,36.209538,57500
2017-03-29,36.500000,38.200001,36.349998,37.099998,36.604187,58200
2017-03-30,36.950001,37.250000,36.700001,37.250000,36.752186,13600
2017-03-31,37.450001,37.750000,36.500000,37.250000,36.752186,57700
2017-04-03,37.200001,37.500000,36.950001,37.500000,36.998844,57300
2017-04-04,37.349998,37.349998,36.500000,37.049999,36.554859,29900
2017-04-05,37.349998,37.660000,36.299999,36.549999,36.061539,43000
2017-04-06,36.599998,36.799999,36.599998,36.750000,36.258869,7300
2017-04-07,36.830002,37.150002,36.500000,36.799999,36.308201,12400
2017-04-10,36.549999,36.900002,36.500000,36.549999,36.061539,7900
2017-04-11,36.500000,37.299999,36.299999,36.900002,36.406864,8900
2017-04-12,37.080002,37.099998,36.349998,36.349998,35.864212,12100
2017-04-13,37.330002,37.330002,35.500000,35.750000,35.272232,13600
2017-04-17,35.950001,36.000000,35.500000,36.000000,35.518894,4400
2017-04-18,37.150002,38.049999,35.700001,36.700001,36.209538,12600
2017-04-19,36.799999,36.849998,36.299999,36.750000,36.258869,8000
2017-04-20,36.750000,37.299999,36.599998,37.250000,36.752186,11500
2017-04-21,37.500000,42.500000,37.200001,38.400002,37.886818,29800
2017-04-24,39.250000,39.880001,38.400002,39.099998,38.577461,12500
2017-04-25,39.349998,39.650002,38.099998,38.950001,38.429466,30700
2017-04-26,38.849998,40.419998,38.650002,39.849998,39.317440,17700
2017-04-27,39.630001,40.049999,39.200001,39.200001,38.676125,6900
2017-04-28,39.000000,39.669998,38.099998,38.400002,37.886818,33000
2017-05-01,38.450001,39.099998,38.150002,38.500000,37.985481,56500
2017-05-02,38.599998,38.599998,37.799999,37.900002,37.393501,10300
2017-05-03,37.650002,37.950001,37.400002,37.500000,36.998844,12900
2017-05-04,37.650002,37.750000,37.150002,37.250000,36.752186,10700
2017-05-05,37.200001,38.200001,37.150002,37.549999,37.048176,36100
2017-05-08,37.400002,37.750000,37.150002,37.500000,36.998844,38500
2017-05-09,37.200001,37.700001,37.200001,37.480000,36.979111,5500
2017-05-10,37.400002,37.400002,37.099998,37.250000,36.752186,4900
2017-05-11,37.250000,37.250000,36.450001,36.799999,36.308201,9300
2017-05-12,36.799999,36.959999,36.200001,36.349998,35.864212,7900
2017-05-15,36.250000,36.900002,36.250000,36.650002,36.160206,6700
2017-05-16,36.840000,36.840000,36.400002,36.650002,36.160206,4600
2017-05-17,35.950001,36.650002,35.450001,35.700001,35.222900,17400
2017-05-18,35.750000,36.290001,35.750000,35.849998,35.370895,10100
2017-05-19,35.700001,35.849998,35.549999,35.599998,35.124233,16000
2017-05-22,35.650002,35.900002,35.549999,35.799999,35.321564,4600
2017-05-23,36.000000,36.000000,35.700001,35.900002,35.420231,9200
2017-05-24,36.000000,36.150002,35.900002,35.950001,35.469559,7300
2017-05-25,36.150002,36.150002,35.799999,36.000000,35.518894,4400
2017-05-26,36.139999,36.150002,35.599998,35.599998,35.124233,8200
2017-05-30,35.549999,35.750000,35.049999,35.450001,34.976242,9600
2017-05-31,35.200001,35.500000,34.599998,34.849998,34.618629,23100
2017-06-01,34.799999,36.000000,34.799999,35.950001,35.711330,17800
2017-06-02,35.849998,37.450001,35.849998,36.200001,35.959667,15000
2017-06-05,35.849998,36.080002,35.049999,35.599998,35.363651,6300
2017-06-06,35.349998,36.040001,34.799999,35.200001,34.966309,11600
2017-06-07,35.150002,36.299999,35.150002,36.099998,35.860329,6800
2017-06-08,35.900002,37.799999,35.700001,37.599998,37.350372,10400
2017-06-09,37.150002,39.000000,37.150002,38.700001,38.443069,18500
2017-06-12,38.650002,39.049999,37.150002,37.750000,37.499378,15800
2017-06-13,37.849998,37.950001,37.599998,37.900002,37.648384,10000
2017-06-14,37.700001,37.799999,37.400002,37.700001,37.449711,7200
2017-06-15,37.450001,37.950001,37.450001,37.849998,37.598713,13000
2017-06-16,38.549999,38.549999,37.299999,38.200001,37.946392,66600
2017-06-19,38.450001,38.500000,36.849998,37.500000,37.251038,19700
2017-06-20,37.650002,38.169998,37.150002,37.500000,37.251038,14900
2017-06-21,37.599998,37.599998,36.980000,37.049999,36.804024,9600
