Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,20.070000,20.219999,19.850000,20.200001,19.989859,146200
2017-01-04,20.209999,20.830000,20.139999,20.709999,20.494551,137100
2017-01-05,20.680000,20.719999,20.190001,20.260000,20.049234,131900
2017-01-06,20.430000,20.430000,20.090000,20.299999,20.088818,121400
2017-01-09,20.120001,20.389999,20.000000,20.080000,19.871107,137300
2017-01-10,20.160000,20.480000,20.049999,20.299999,20.088818,89000
2017-01-11,20.330000,20.650000,20.230000,20.639999,20.425280,98400
2017-01-12,20.700001,20.700001,20.230000,20.530001,20.316427,83500
2017-01-13,20.719999,21.070000,20.600000,20.750000,20.534136,89100
2017-01-17,20.580000,20.600000,20.260000,20.280001,20.069027,96100
2017-01-18,20.420000,20.959999,19.930000,20.879999,20.662783,129000
2017-01-19,20.950001,20.950001,20.520000,20.620001,20.405489,87500
2017-01-20,20.540001,20.760000,20.500000,20.760000,20.544033,78200
2017-01-23,20.610001,20.879999,20.590000,20.700001,20.484657,102100
2017-01-24,20.700001,20.790001,20.520000,20.530001,20.316427,167600
2017-01-25,20.830000,20.840000,20.580000,20.700001,20.484657,178800
2017-01-26,20.700001,20.809999,20.469999,20.490000,20.276842,93300
2017-01-27,20.450001,20.490000,20.250000,20.309999,20.098713,92400
2017-01-30,20.090000,20.139999,19.950001,20.040001,19.831524,136600
2017-01-31,19.950001,20.360001,19.920000,20.120001,19.910692,245500
2017-02-01,21.000000,21.280001,20.150000,20.510000,20.296633,398300
2017-02-02,20.520000,20.520000,19.940001,19.980000,19.772146,193100
2017-02-03,20.139999,20.330000,20.010000,20.280001,20.069027,141100
2017-02-06,20.120001,20.240000,19.799999,19.990000,19.782043,113700
2017-02-07,19.950001,20.010000,19.540001,19.549999,19.346621,129400
2017-02-08,19.340000,19.430000,19.010000,19.350000,19.148703,161100
2017-02-09,19.299999,20.150000,19.180000,20.080000,19.871107,152000
2017-02-10,20.000000,20.340000,19.959999,20.180000,19.970066,133100
2017-02-13,20.340000,20.500000,20.280001,20.340000,20.128401,86700
2017-02-14,20.309999,20.490000,20.180000,20.410000,20.197674,82500
2017-02-15,20.440001,20.600000,20.250000,20.580000,20.365904,136400
2017-02-16,20.549999,20.610001,20.000000,20.030001,19.821627,233800
2017-02-17,20.030001,20.100000,19.809999,20.040001,19.831524,381000
2017-02-21,20.059999,20.260000,19.990000,19.990000,19.782043,155900
2017-02-22,19.910000,20.150000,19.910000,20.059999,19.851315,115100
2017-02-23,20.070000,20.129999,19.889999,20.110001,19.970484,110700
2017-02-24,19.850000,19.969999,19.750000,19.820000,19.682495,129900
